_id,cod_empresa,razao_social,nome_fantasia,cod_logradouro,nome_logradouro,numero,cod_bairro,nome_bairro,situacao_empresa,data_inicio,data_encerramento,latitude,longitude
7271,7756,CONSTRUSEG SERVICOS DE CONSTRUCAO E CONSERVACAO PATRIMO,CONSTRUSEG,49573,Rua Paula Batista,577,434,CASA AMARELA,ATIVO,2019-07-19T00:00:00,"",-8.027676,-34.916317
7272,6415,CARLOS G LIRA BARROS,FUKUJIN SUSHI,49573,Rua Paula Batista,577,434,CASA AMARELA,ATIVO,2019-09-30T00:00:00,"",-8.027676,-34.916317
7273,9163,CP CONSTRUÇÕES LOCAÇÕES E SERVIÇOS LTDA,"",49573,Rua Paula Batista,577,434,CASA AMARELA,ATIVO,2020-06-17T00:00:00,"",-8.027676,-34.916317
7274,8372,VALERIA GONÇALVES TEIXEIRA SANDES,LA VACA,49573,Rua Paula Batista,577,434,CASA AMARELA,ATIVO,2020-08-17T00:00:00,"",-8.027676,-34.916317
7275,6006,GABRIEL DA SILVA GUIMARAES 05813297405,TRADECONTE SERVICO & COMERCIO,49573,Rua Paula Batista,577,434,CASA AMARELA,ATIVO,2021-06-17T00:00:00,"",-8.027676,-34.916317
7276,1034,ANA REGINA MOREIRA ROSATI CAVALCANTI 11837982457,POTE DE PRODUCAO,49573,Rua Paula Batista,565,434,CASA AMARELA,ATIVO,2018-06-26T00:00:00,"",-8.027539,-34.916263
7277,7583,CESAR AUGUSTO MAIA DE VASCONCELOS FILHO 06271645445,CM FOTOGRAFIA,49573,Rua Paula Batista,539,434,CASA AMARELA,ATIVO,2020-09-11T00:00:00,"",-8.027318,-34.916209
7278,2416,FEDERACAO CARVANALESCA DA CONUNIDADE DE SANTA IZABEL,"",31828,Rua Santa Izabel,497,434,CASA AMARELA,ATIVO,1988-01-02T00:00:00,"",-8.026858,-34.923035
7279,3720,TROCA CARNAVALESCA MISTA JABUTI EM FOLIA,"",31828,Rua Santa Izabel,497,434,CASA AMARELA,ATIVO,1989-01-02T00:00:00,"",-8.026858,-34.923035
7280,9153,GILDSON LEANDRO MATIAS CAMPELO 06758498450,GILDSON LEANDRO DESIGN,31828,Rua Santa Izabel,497,434,CASA AMARELA,ATIVO,2021-11-05T00:00:00,"",-8.026858,-34.923035
7281,6582,CONSELHO DE MORADORES DO ALTO SANTA IZABEL,"",31828,Rua Santa Izabel,487,434,CASA AMARELA,ATIVO,1989-01-04T00:00:00,"",-8.026862,-34.922967
7282,4469,BRAVO CONSULTORIA E TERCERIZACAO LTDA,BRAVO CONSULTORIA E TERCERIZACAO,31828,Rua Santa Izabel,359,434,CASA AMARELA,ATIVO,2015-12-18T00:00:00,"",-8.026821,-34.921802
7283,5145,ANDREY DOS REIS WANDERLEY,"",31828,Rua Santa Izabel,353,434,CASA AMARELA,ATIVO,2011-10-31T00:00:00,"",-8.026824,-34.921746
7284,9521,RODNEI LOURENCO DA SILVA 78436028449,RS NOTEBOOKS COMERCIO & INFORMATICA,52647,Rua Primeiro de Janeiro,28,434,CASA AMARELA,ATIVO,2013-03-12T00:00:00,"",-8.02693,-34.921813
7285,4292,CARLOS ERNANDES DA SILVA,"",51160,Rua Luiz Lira,36,434,CASA AMARELA,ATIVO,1988-12-14T00:00:00,"",-8.027054,-34.922108
7286,4299,CARLOS MATEUS CAMPOS DE LIMA 06451833428,CARLOS MATEUS CAMPOS DE LIMA,51160,Rua Luiz Lira,72,434,CASA AMARELA,ATIVO,2020-11-11T00:00:00,"",-8.027074,-34.922396
7287,3432,MARCIA ELEOTERIO ME,CHINASHOPPING,51160,Rua Luiz Lira,24,434,CASA AMARELA,ATIVO,1996-07-19T00:00:00,"",-8.027069,-34.92299
7288,6509,EMANUEL ALFREDO CORDEIRO CASSIMIRO,TIC TAC DA HORA,51160,Rua Luiz Lira,24,434,CASA AMARELA,ATIVO,2016-07-07T00:00:00,"",-8.027069,-34.92299
7289,394,MICHELINE CLEIDE DE SOUZA 01883105412,CHELIS BRIGADERIA,51160,Rua Luiz Lira,160,434,CASA AMARELA,ATIVO,2016-06-21T00:00:00,"",-8.027039,-34.923138
7290,6887,INDUSTRIAS ALIMENTICIAS SOBERANA LTDA,"",31828,Rua Santa Izabel,104,434,CASA AMARELA,ATIVO,1969-01-01T00:00:00,"",,
7291,5377,GUSTAVO ANDRE KOENIGKAN RIBEIRO,PANIFICADO E DELICATESSEN SOBERANA,31828,Rua Santa Izabel,104,434,CASA AMARELA,ATIVO,2011-01-27T00:00:00,"",,
7292,7249,EFS - TREINAMENTO DE FORÇA LTDA ME,"",31828,Rua Santa Izabel,104,434,CASA AMARELA,ATIVO,2020-08-14T00:00:00,"",,
7293,4667,GRUPO SAPECAO LTDA ME,"",31828,Rua Santa Izabel,255,434,CASA AMARELA,ATIVO,2001-01-05T00:00:00,"",,
7294,6110,P S CORREIA LOCACAO DE BRINQUEDOS - ME,SAPECAO,31828,Rua Santa Izabel,255,434,CASA AMARELA,ATIVO,2016-04-10T00:00:00,"",,
7295,6643,VR SERVICOS DE ELEVADORES LTDA,VR SERVICOS,31828,Rua Santa Izabel,229,434,CASA AMARELA,ATIVO,2010-11-17T00:00:00,"",,
7296,7195,TIPOGRAFIA SANTA ISABEL LTDA,"",81710,Travessa Bem-me-quer,97,434,CASA AMARELA,ATIVO,1985-01-11T00:00:00,"",,
7297,3462,CASA FORTE DIAGNOSTICOS LTDA,CASA FORTE DIAGNOSTICOS,8222,Estrada do Arraial,,434,CASA AMARELA,ATIVO,2012-04-04T00:00:00,"",,
7298,7119,IRLANDA CRISTINA CORREA CAVALCANTI SILVA LTDA,IRLANDA CRISTINA CORREA CAVALCANTI SILVA,8222,Estrada do Arraial,,434,CASA AMARELA,ATIVO,2019-12-18T00:00:00,"",,
7299,1245,LOCATAXI M R LTDA,"",8222,Estrada do Arraial,4242,434,CASA AMARELA,ATIVO,1986-01-07T00:00:00,"",,
7300,7982,TIAGO CESAR LEITE CABELEREIROS ME,TIAGO CABELEREIRO,8222,Estrada do Arraial,4242,434,CASA AMARELA,ATIVO,2013-11-19T00:00:00,"",,
7301,2823,DOM INDUSTRIA COMERCIO PRODUTOS ALIMENTICIOS EIRELI EPP,DOM ALIMENTOS,8222,Estrada do Arraial,4242,434,CASA AMARELA,ATIVO,2014-02-13T00:00:00,"",,
7302,1331,MARTIM NELSON BARROS - ME,.,31828,Rua Santa Izabel,25,434,CASA AMARELA,ATIVO,2008-09-01T00:00:00,"",-8.027032,-34.918736
7303,7402,OXENTE BAR E RESTAURANTE LTDA,FAMILIA OXENTE,31828,Rua Santa Izabel,25,434,CASA AMARELA,ATIVO,2019-02-20T00:00:00,"",-8.027032,-34.918736
7304,4335,JORGE CORREIA BARBOSA,"",8222,Estrada do Arraial,,434,CASA AMARELA,ATIVO,1982-01-01T00:00:00,"",-8.026972,-34.918485
7305,7327,JOAO LOPES DE OLIVEIRA,JOAO LOPES DE OLIVEIRA,8222,Estrada do Arraial,,434,CASA AMARELA,ATIVO,1983-01-01T00:00:00,"",-8.026972,-34.918485
7306,9697,SEBASTIANA MARIA GONCALVES,SEBASTIANA MARIA GONCALVES,8222,Estrada do Arraial,,434,CASA AMARELA,ATIVO,1982-01-01T00:00:00,"",-8.026972,-34.918485
7307,9844,ESMERALDA MATIAS COSTA,ESMERALDA MATIAS COSTA,8222,Estrada do Arraial,,434,CASA AMARELA,ATIVO,1983-01-07T00:00:00,"",-8.026972,-34.918485
7308,6084,JOSE LUIZ LOPES DOS SANTOS,"",8222,Estrada do Arraial,,434,CASA AMARELA,ATIVO,1983-01-09T00:00:00,"",-8.026972,-34.918485
7309,4473,LEDIVAM LEONIDAS DA CRUZ,LEDIVAN LEONIDAS DA CRUZ,8222,Estrada do Arraial,,434,CASA AMARELA,ATIVO,1982-01-12T00:00:00,"",-8.026972,-34.918485
7310,9158,SILVIA PAULINA BARBOSA BITU,"",8222,Estrada do Arraial,,434,CASA AMARELA,ATIVO,1985-01-01T00:00:00,"",-8.026972,-34.918485
7311,4032,SEFERINO ROCHA DA SILVA,"",8222,Estrada do Arraial,,434,CASA AMARELA,ATIVO,1987-01-06T00:00:00,"",-8.026972,-34.918485
7312,1991,LUIZ GONZAGA BITU FILHO,"",8222,Estrada do Arraial,,434,CASA AMARELA,ATIVO,1989-01-09T00:00:00,"",-8.026972,-34.918485
7313,7454,SEVERINO HENRIQUE GONCALOVES,SEVERINO HENRIQUE GONCALOVES,8222,Estrada do Arraial,,434,CASA AMARELA,ATIVO,1989-01-01T00:00:00,"",-8.026972,-34.918485
7314,9218,EDVAN JOSE DA SILVA,EDVAN JOSE DA SILVA,8222,Estrada do Arraial,,434,CASA AMARELA,ATIVO,1983-01-02T00:00:00,"",-8.026972,-34.918485
7315,9951,MARIA JOSE WANDERLEY,"",8222,Estrada do Arraial,,434,CASA AMARELA,ATIVO,1994-01-07T00:00:00,"",-8.026972,-34.918485
7316,808,TACIANA LIMA XAVIER,BITU FRIOS,8222,Estrada do Arraial,,434,CASA AMARELA,ATIVO,1995-01-08T00:00:00,"",-8.026972,-34.918485
7317,5791,FERNANDO JORGE DE CAMPOS,"",8222,Estrada do Arraial,,434,CASA AMARELA,ATIVO,1995-01-08T00:00:00,"",-8.026972,-34.918485
7318,8285,AMARA SOARES CABRAL,"",8222,Estrada do Arraial,,434,CASA AMARELA,ATIVO,1995-01-08T00:00:00,"",-8.026972,-34.918485
7319,217,AGUINALDO JOSE ALVES DA SILVA,"",8222,Estrada do Arraial,,434,CASA AMARELA,ATIVO,1997-01-08T00:00:00,"",-8.026972,-34.918485
7320,729,PEDRO LEANDRO COUTINHO FILHO,"",8222,Estrada do Arraial,,434,CASA AMARELA,ATIVO,1999-01-05T00:00:00,"",-8.026972,-34.918485
7321,6273,NEIDE MARIA FREITAS DE LIMA,"",8222,Estrada do Arraial,,434,CASA AMARELA,ATIVO,1999-01-07T00:00:00,"",-8.026972,-34.918485
7322,10113,DULCINEIDE DE MORAES SOUZA,"",8222,Estrada do Arraial,,434,CASA AMARELA,ATIVO,2000-01-05T00:00:00,"",-8.026972,-34.918485
7323,4529,MARIA LUCIA MARINHO DA SILVA,"",8222,Estrada do Arraial,,434,CASA AMARELA,ATIVO,2000-01-07T00:00:00,"",-8.026972,-34.918485
7324,3559,FRANCISCA PEREIRA DE ARAUJO SILVA,"",8222,Estrada do Arraial,,434,CASA AMARELA,ATIVO,2000-01-09T00:00:00,"",-8.026972,-34.918485
7325,4010,MARIA APARECIDA LIMEIRA ALVES DA SILVA,"",8222,Estrada do Arraial,,434,CASA AMARELA,ATIVO,2000-01-12T00:00:00,"",-8.026972,-34.918485
7326,4495,MARCELO JORGE BARBOSA DA SILVA-ME,"",8222,Estrada do Arraial,,434,CASA AMARELA,ATIVO,1991-01-08T00:00:00,"",-8.026972,-34.918485
7327,7560,GRANJA ARRAIAL LTDA,GRANJA ARRAIAL,8222,Estrada do Arraial,4064,434,CASA AMARELA,ATIVO,1991-01-02T00:00:00,"",-8.027092,-34.918622
7328,9931,FERNANDO A C DIAS ME,GRANJA ARRAIAL,8222,Estrada do Arraial,4064,434,CASA AMARELA,ATIVO,2006-05-17T00:00:00,"",-8.027092,-34.918622
7329,4437,FERNANDO & PAULO PRODUCOES DE EVENTOS LTDA ME,DO MORRO PRODUCOES ARTISTICAS,8222,Estrada do Arraial,4064,434,CASA AMARELA,ATIVO,2010-06-12T00:00:00,"",-8.027092,-34.918622
7330,8377,SANDRA MARIA CANDIDO DIAS,"",8222,Estrada do Arraial,4064,434,CASA AMARELA,ATIVO,2018-04-23T12:00:12,"",-8.027092,-34.918622
7331,6037,CICLO BIKE LTDA ME,ARRAIAL BIKE,8222,Estrada do Arraial,4066,434,CASA AMARELA,ATIVO,2014-02-24T00:00:00,"",-8.02715,-34.918687
7332,8638,ISABELLA LOBO CATARINO DA CUNHA ME,BUGAS,8222,Estrada do Arraial,4078,434,CASA AMARELA,ATIVO,1997-01-04T00:00:00,"",-8.027193,-34.918749
7333,4039,TRANSGERALDO TRANSPORTADORA LTDA,"",8222,Estrada do Arraial,4086,434,CASA AMARELA,ATIVO,1994-01-09T00:00:00,"",-8.027234,-34.918808
7334,1667,HIPER CIRUGICO LTDA,"",8222,Estrada do Arraial,4086,434,CASA AMARELA,ATIVO,1998-01-09T00:00:00,"",-8.027234,-34.918808
7335,5629,VIVO TRANSPORTES LTDA,"",8222,Estrada do Arraial,4086,434,CASA AMARELA,ATIVO,1986-09-23T00:00:00,"",-8.027234,-34.918808
7336,142,X  PRESS  GRAFICA E COMUNICACAO VISUAL LTDA,"",8222,Estrada do Arraial,4086,434,CASA AMARELA,ATIVO,2013-08-05T00:00:00,"",-8.027234,-34.918808
7337,6667,ERALDO FRANCISCO DO NASCIMENTO 74250590453,"",8222,Estrada do Arraial,4084,434,CASA AMARELA,ATIVO,2011-04-02T00:00:00,"",-8.027307,-34.919013
7338,153,AJM STUDIOS DE BELEZA LTDA,EL PELUQUERO,8222,Estrada do Arraial,4146,434,CASA AMARELA,ATIVO,2021-04-28T00:00:00,"",-8.027393,-34.919337
7339,5848,LUIZ CARLOS DA SILVA PESCADOS,CASA DO PESCADO,8222,Estrada do Arraial,4156,434,CASA AMARELA,ATIVO,2020-07-31T00:00:00,"",-8.027424,-34.919419
7340,9747,BANGALO FESTAS E PROMOCOES LTDA,"",8222,Estrada do Arraial,4176,434,CASA AMARELA,ATIVO,1982-01-05T00:00:00,"",-8.027444,-34.919551
7341,3628,LINDINEIDE RODRIGUES VIEIRA - ME,"",8222,Estrada do Arraial,4176,434,CASA AMARELA,ATIVO,1999-09-08T00:00:00,"",-8.027444,-34.919551
7342,3431,TAYNA NASCIMENTO DE MELO - EPP,NATURAL POLPA,8222,Estrada do Arraial,4176,434,CASA AMARELA,ATIVO,2016-12-08T00:00:00,"",-8.027444,-34.919551
7343,2197,RONALDO FERREIRA DA SILVA,"",8222,Estrada do Arraial,4186,434,CASA AMARELA,ATIVO,2009-04-30T00:00:00,"",-8.027469,-34.919671
7344,2308,MOVERACO FABRICACAO DE MOVEIS UTENSILIOS FERRAGENS LTDA,MOVERACO,8222,Estrada do Arraial,4214,434,CASA AMARELA,ATIVO,2007-03-16T00:00:00,"",-8.027565,-34.919902
7345,4289,A M DE ALCANTARA CONSTRUCOES E SERVICOS,AMAURY CONSTRUCOES,8222,Estrada do Arraial,4214,434,CASA AMARELA,ATIVO,2019-10-15T00:00:00,"",-8.027565,-34.919902
7346,7116,IMPROTEL - IMPORTAÇÃO DE PRODUTOS ELETRO ELETRONICO LTD,IMPROTEL,8222,Estrada do Arraial,4230,434,CASA AMARELA,ATIVO,2011-08-08T00:00:00,"",-8.027662,-34.920012
7347,156,COMERCIO DE CARNES SANTA RITA LTDA,"",4570,Rua Dona Ana Xavier,157,434,CASA AMARELA,ATIVO,1993-01-08T00:00:00,"",-8.027078,-34.917755
7348,8226,H A COMERCIO REPRESENTACAO  SERV APARELHOS CELULAR LTDA,TUDO EM CONTA,4570,Rua Dona Ana Xavier,157,434,CASA AMARELA,ATIVO,1997-01-11T00:00:00,"",-8.027078,-34.917755
7349,814,MULT COMÉRCIO DE PRODUTOS DE PAPELARIA LTDA ME,MULT PAPELARIA,4570,Rua Dona Ana Xavier,157,434,CASA AMARELA,ATIVO,2006-08-22T00:00:00,"",-8.027078,-34.917755
7350,9495,POUSADA CASA AMARELA DEUS E AMOR LTDA ME,POUSADA CASA AMARELA DEUS E AMOR,4570,Rua Dona Ana Xavier,117,434,CASA AMARELA,ATIVO,2007-10-01T00:00:00,"",-8.027448,-34.917676
7351,2180,SOCIEDADE PERNAMBUCANA DE ENSINO SUPERIOR LTDA,SPES,4570,Rua Dona Ana Xavier,89,434,CASA AMARELA,ATIVO,2014-10-11T00:00:00,"",-8.027673,-34.917543
7352,9516,BOMPRECO SUPERMERCADOS DO NORDESTE LTDA,SUPERMERCADOS BOMPRECO,4570,Rua Dona Ana Xavier,35,434,CASA AMARELA,ATIVO,1971-06-17T00:00:00,"",-8.028203,-34.917432
7353,7043,PROVAR NEGOCIOS DE VAREJO LTDA.,"",4570,Rua Dona Ana Xavier,35,434,CASA AMARELA,ATIVO,2006-09-13T00:00:00,"",-8.028203,-34.917432
7354,777,SMARTFIT ESCOLA DE GINASTICA E DANCA S.A,SMART FIT,4570,Rua Dona Ana Xavier,35,434,CASA AMARELA,ATIVO,2013-01-14T00:00:00,"",-8.028203,-34.917432
7355,5014,SELF IT ACADEMIAS HOLDING S.A.,SELF IT ACADEMIAS,4570,Rua Dona Ana Xavier,35,434,CASA AMARELA,ATIVO,2016-11-03T00:00:00,"",-8.028203,-34.917432
7356,7160,FARMACIA DO TRABALHADOR PRIME LTDA,"",4570,Rua Dona Ana Xavier,35,434,CASA AMARELA,ATIVO,2020-05-19T00:00:00,"",-8.028203,-34.917432
7357,9541,EDILSON DE OLIVEIRA LACERDA,"",45586,Rua Conselheiro Nabuco,444,434,CASA AMARELA,ATIVO,1981-01-05T00:00:00,"",-8.028814,-34.917481
7358,4411,DENISE HENRIQUE DA SILVA,"",45586,Rua Conselheiro Nabuco,444,434,CASA AMARELA,ATIVO,1987-01-09T00:00:00,"",-8.028814,-34.917481
7359,9397,PAPELARIA BAIRRO ALTO,PAPELARIA SANTA AMELIA,45586,Rua Conselheiro Nabuco,444,434,CASA AMARELA,ATIVO,1994-01-07T00:00:00,"",-8.028814,-34.917481
7360,3829,J C NEVES LTDA,"",45586,Rua Conselheiro Nabuco,444,434,CASA AMARELA,ATIVO,1995-01-03T00:00:00,"",-8.028814,-34.917481
7361,1437,STUDIUM DESIGN SOBRANCELHA LTDA ME,STUDIUM DESIGN SOBRANCELHA,45586,Rua Conselheiro Nabuco,444,434,CASA AMARELA,ATIVO,1998-06-08T00:00:00,"",-8.028814,-34.917481
7362,7040,RAIO DA SORTE LOTERIAS LTDA,"",45586,Rua Conselheiro Nabuco,444,434,CASA AMARELA,ATIVO,2000-01-01T00:00:00,"",-8.028814,-34.917481
7363,10100,SALAO DE BELEZA FIO DOURADO LTDA,.,45586,Rua Conselheiro Nabuco,444,434,CASA AMARELA,ATIVO,1997-01-12T00:00:00,"",-8.028814,-34.917481
7364,4416,BOA NOVA COMERCIO E SERVICOS DE AUTENTICACAO LTDA-ME,BOA NOVA,45586,Rua Conselheiro Nabuco,444,434,CASA AMARELA,ATIVO,2009-02-12T00:00:00,"",-8.028814,-34.917481
7365,259,ELIZABETH MARIA DA SILVA-CONFECCOES ME,BETH-CONFECCOES,45586,Rua Conselheiro Nabuco,444,434,CASA AMARELA,ATIVO,2013-04-03T00:00:00,"",-8.028814,-34.917481
7366,1596,RENATO DE OLIVEIRA FRANCESCHINI,.,45586,Rua Conselheiro Nabuco,444,434,CASA AMARELA,ATIVO,2004-02-22T00:00:00,"",-8.028814,-34.917481
7367,1103,HS DESIGN DE SOBRANCELHA LTDA,STUDIUM DESIGN,45586,Rua Conselheiro Nabuco,444,434,CASA AMARELA,ATIVO,2016-06-15T00:00:00,"",-8.028814,-34.917481
7368,6448,S. CRISTINA PEREIRA DA SILVA MERCADINHO,FRUTFERIA EXPRESS,45586,Rua Conselheiro Nabuco,444,434,CASA AMARELA,ATIVO,2020-09-30T00:00:00,"",-8.028814,-34.917481
7369,2044,PAPELARIA CONSELHEIRO NABUCO LTDA,PAPELARIA CONSELHEIRO NABUCO,45586,Rua Conselheiro Nabuco,444,434,CASA AMARELA,ATIVO,2021-04-10T00:00:00,"",-8.028814,-34.917481
7370,4040,ANDREA PESSOA ROCHA SALLES CONFECÇÃO,AFETOCOSTURA,45586,Rua Conselheiro Nabuco,530,434,CASA AMARELA,ATIVO,2021-06-08T00:00:00,"",-8.02834,-34.918152
7371,2683,FEDERACAO PERNAMBUCANA DE BASQUETEBOL CADEIRA DE RODAS,FPBC,45586,Rua Conselheiro Nabuco,,434,CASA AMARELA,ATIVO,2005-08-19T00:00:00,"",-8.02795,-34.918199
7372,3834,BECKER & AREDE REPRESENTACOES LTDA,REPRESENTACOES BECKER & AREDE,23396,Rua Evaristo da Veiga,62,434,CASA AMARELA,ATIVO,2011-08-11T00:00:00,"",-8.02752,-34.914874
7373,5761,AREDE CONSULTORIA EMPRESARIAL EIRELI - ME,AREDE CONSULTORIA,23396,Rua Evaristo da Veiga,62,434,CASA AMARELA,ATIVO,2016-05-05T00:00:00,"",-8.02752,-34.914874
7374,5294,AMANDA MARIA POMPILIO DE MEDEIROS DURAN 02911241436,CONSULTORIA GERENCIAL DE NEGOCIOS ESPECIALIZADA,23396,Rua Evaristo da Veiga,62,434,CASA AMARELA,ATIVO,2018-08-22T00:00:00,"",-8.02752,-34.914874
7375,2071,GEORGEA CRISTINA ALVES MAIA 05375095424,GEORGEA C A MAIA,23396,Rua Evaristo da Veiga,62,434,CASA AMARELA,ATIVO,2019-01-15T00:00:00,"",-8.02752,-34.914874
7376,5425,N C DE BARROS IMÓVEIS LTDA,"",23396,Rua Evaristo da Veiga,62,434,CASA AMARELA,ATIVO,2020-03-07T00:00:00,"",-8.02752,-34.914874
7377,1088,MARINA ARRUDA PELINCA FALCAO 08462721482,MARINA ARRUDA PELINCA FALCAO,23396,Rua Evaristo da Veiga,62,434,CASA AMARELA,ATIVO,2020-08-28T00:00:00,"",-8.02752,-34.914874
7378,5004,H DE O SANTOS,"",23396,Rua Evaristo da Veiga,62,434,CASA AMARELA,ATIVO,2021-09-27T00:00:00,"",-8.02752,-34.914874
7379,6436,M. V. & G. R. REP LTDA,"",23396,Rua Evaristo da Veiga,106,434,CASA AMARELA,ATIVO,2010-05-31T00:00:00,"",-8.02816,-34.915059
7380,8964,MARIA CLARA BEZERRA TENORIO CAVALCANTI 07060162461,MCB.CONSULTORIA AMBIENTAL,23396,Rua Evaristo da Veiga,166,434,CASA AMARELA,ATIVO,2021-05-13T00:00:00,"",-8.02859,-34.915298
7381,7210,GPEC COMERCIO LTDA,"",23396,Rua Evaristo da Veiga,188,434,CASA AMARELA,ATIVO,1994-01-08T00:00:00,"",-8.028792,-34.915373
7382,3565,JULIANA VIANA E OLIVEIRA 16706126861,ESTARLA,23396,Rua Evaristo da Veiga,220,434,CASA AMARELA,ATIVO,2019-07-16T00:00:00,"",-8.029017,-34.915414
7383,9571,SANDRA LUCIA SOARES DO NASCIMENTO 05635244483,LACOS ELISBELA & BRECHO JUSTKIDS,23396,Rua Evaristo da Veiga,220,434,CASA AMARELA,ATIVO,2017-03-23T00:00:00,"",-8.029017,-34.915414
7384,3131,ALDIRENE PAIVA DOS SANTOS ME,"",23396,Rua Evaristo da Veiga,236,434,CASA AMARELA,ATIVO,2017-01-26T00:00:00,"",-8.029226,-34.915298
7385,5819,EM ORDEM COMERCIO LTDA ME,EM ORDEM,45586,Rua Conselheiro Nabuco,178,434,CASA AMARELA,ATIVO,2011-11-02T00:00:00,"",-8.02977,-34.915432
7386,8014,HUGO DE MELO ALVIM 07784942419,HDM SOLUCOES,45586,Rua Conselheiro Nabuco,210,434,CASA AMARELA,ATIVO,2019-04-12T00:00:00,"",-8.029468,-34.915541
7387,1453,MARIA RAPHAELA BRITO MEIRA DE ARAUJO 06432432405,ALINEA DIGITAL,45586,Rua Conselheiro Nabuco,210,434,CASA AMARELA,ATIVO,2021-02-15T00:00:00,"",-8.029468,-34.915541
7388,4945,IGOR LINDBERGH DE A ARAUJO,DR IGOR ARAUJO,45586,Rua Conselheiro Nabuco,210,434,CASA AMARELA,ATIVO,2021-02-22T00:00:00,"",-8.029468,-34.915541
7389,3868,PEDRO HENRIQUE MESQUITA CLERICUZZI,PEDRO CLERICUZZI,45586,Rua Conselheiro Nabuco,210,434,CASA AMARELA,ATIVO,2021-09-15T00:00:00,"",-8.029468,-34.915541
7390,3398,DIET FOOD NUTRICAO LTDA,DIET FOOD NUTRICAO E MATERIAL MEDICO HOSPITALAR,45586,Rua Conselheiro Nabuco,266,434,CASA AMARELA,ATIVO,1999-08-02T00:00:00,"",-8.029439,-34.916094
7391,4425,VERONICA ROMAGUERA DE MACEDO 52081958449,PLANO`S CONSULTORIA EM SEGURANCA DO TRABALHO,5592,Rua Antônio de Castro,175,434,CASA AMARELA,ATIVO,2015-07-29T00:00:00,"",-8.028499,-34.915743
7392,5820,WAGNER DA SILVA MACHADO 94854220406,WSM,5592,Rua Antônio de Castro,133,434,CASA AMARELA,ATIVO,2019-08-27T00:00:00,"",-8.028046,-34.915402
7393,1928,"META ASSOCIADOS,PLANEJ ESTRAT E CONSL EMPRES EIREL - ME",META CONSULTORIA EMPRESARIAL,5592,Rua Antônio de Castro,103,434,CASA AMARELA,ATIVO,2014-08-29T00:00:00,"",-8.027924,-34.915653
7394,3050,MARIANA ARAUJO RODRIGUES 10281077495,MARIANA MKT,5592,Rua Antônio de Castro,103,434,CASA AMARELA,ATIVO,2020-05-26T00:00:00,"",-8.027924,-34.915653
7395,6850,C J G CORTEZ SERVIÇOS,CORTEZ CONSULTORIA,5592,Rua Antônio de Castro,103,434,CASA AMARELA,ATIVO,2021-05-08T00:00:00,"",-8.027924,-34.915653
7396,2414,ANA BEATRIZ DE MELO REGO COUTINHO 70469859440,ANA BEATRIZ COUTINHO,5592,Rua Antônio de Castro,61,434,CASA AMARELA,ATIVO,2020-04-12T00:00:00,"",-8.027512,-34.91553
7397,3631,SIGMA CORRETORA DE SEGUROS GERAIS LTDA,SIGMA CORRETORA DE SEGUROS GERAIS,5592,Rua Antônio de Castro,27,434,CASA AMARELA,ATIVO,2018-06-12T00:00:00,"",-8.027195,-34.915429
7398,5577,DIARIO DE PERNAMBUCO S/A,"",8222,Estrada do Arraial,3585,434,CASA AMARELA,ATIVO,1976-01-07T00:00:00,"",-8.027797,-34.914535
7399,3609,MARLENE E KATIA LTDA,VERSATIL,8222,Estrada do Arraial,3585,434,CASA AMARELA,ATIVO,1991-01-09T00:00:00,"",-8.027797,-34.914535
7400,131,FARMACIA DA HARMONIA LTDA - ME,.,8222,Estrada do Arraial,3585,434,CASA AMARELA,ATIVO,1992-08-04T00:00:00,"",-8.027797,-34.914535
7401,9059,LILIAN PESSOA FERRAZ GOMINHO,O PONTO,8222,Estrada do Arraial,3585,434,CASA AMARELA,ATIVO,1993-01-09T00:00:00,"",-8.027797,-34.914535
7402,7670,MARIA JOSEFA DE QUEIROZ,J QUEIROZ,8222,Estrada do Arraial,3585,434,CASA AMARELA,ATIVO,1995-01-07T00:00:00,"",-8.027797,-34.914535
7403,1804,LUANA JULIO DE AGUIAR ME,"",8222,Estrada do Arraial,3585,434,CASA AMARELA,ATIVO,1995-01-02T00:00:00,"",-8.027797,-34.914535
7404,9169,M G DE A PEREIRA ME,SABOR DA GULA,8222,Estrada do Arraial,3585,434,CASA AMARELA,ATIVO,2011-12-07T00:00:00,"",-8.027797,-34.914535
7405,5958,A DA CUNHA LIMA,EMPORIO AVIAMENTOS,8222,Estrada do Arraial,3585,434,CASA AMARELA,ATIVO,2014-09-30T00:00:00,"",-8.027797,-34.914535
7406,5294,ORLANDO S DOS SANTOS EIRELI,AROMAS DA TERRA - MERCADO SAUDAVEL,8222,Estrada do Arraial,3585,434,CASA AMARELA,ATIVO,2018-11-26T17:30:09,"",-8.027797,-34.914535
7407,7966,RESTAURANTE SALAZAR E SANTOS LTDA,GALETOS GOURMET,8222,Estrada do Arraial,3585,434,CASA AMARELA,ATIVO,2019-08-16T00:00:00,"",-8.027797,-34.914535
7408,5101,DARIO SEVERINO MAURICIO FARMÁCIA,FARMACIA HARMONIA,8222,Estrada do Arraial,3585,434,CASA AMARELA,ATIVO,2019-10-24T00:00:00,"",-8.027797,-34.914535
7409,6530,JONAS HENRIQUE DE ARRUDA MORAIS 09563793463,FILMES DE MARTE,8222,Estrada do Arraial,3585,434,CASA AMARELA,ATIVO,2019-10-15T00:00:00,"",-8.027797,-34.914535
